Datetime,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Hour,Minute,Second
2025-10-06 09:05:00+08:00,0.5249999761581421,0.5249999761581421,0.5199999809265137,0.5199999809265137,0.5199999809265137,0,2025,10,6,9,5,0
2025-10-06 09:07:00+08:00,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,500,2025,10,6,9,7,0
2025-10-06 09:11:00+08:00,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,5800,2025,10,6,9,11,0
2025-10-06 09:13:00+08:00,0.5199999809265137,0.5249999761581421,0.5199999809265137,0.5249999761581421,0.5249999761581421,2200,2025,10,6,9,13,0
2025-10-06 09:46:00+08:00,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,200,2025,10,6,9,46,0
2025-10-06 10:07:00+08:00,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,7000,2025,10,6,10,7,0
2025-10-06 10:08:00+08:00,0.5249999761581421,0.5299999713897705,0.5249999761581421,0.5299999713897705,0.5299999713897705,2500,2025,10,6,10,8,0
2025-10-06 10:17:00+08:00,0.5299999713897705,0.5299999713897705,0.5199999809265137,0.5199999809265137,0.5199999809265137,200,2025,10,6,10,17,0
2025-10-06 10:47:00+08:00,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,5900,2025,10,6,10,47,0
2025-10-06 11:12:00+08:00,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,4500,2025,10,6,11,12,0
2025-10-06 11:31:00+08:00,0.5199999809265137,0.5199999809265137,0.5149999856948853,0.5149999856948853,0.5149999856948853,500,2025,10,6,11,31,0
2025-10-06 11:39:00+08:00,0.5149999856948853,0.5149999856948853,0.5149999856948853,0.5149999856948853,0.5149999856948853,200,2025,10,6,11,39,0
2025-10-06 11:42:00+08:00,0.5149999856948853,0.5149999856948853,0.5149999856948853,0.5149999856948853,0.5149999856948853,5000,2025,10,6,11,42,0
2025-10-06 12:58:00+08:00,0.5149999856948853,0.5149999856948853,0.5099999904632568,0.5099999904632568,0.5099999904632568,600,2025,10,6,12,58,0
2025-10-06 13:11:00+08:00,0.5099999904632568,0.5099999904632568,0.5099999904632568,0.5099999904632568,0.5099999904632568,7800,2025,10,6,13,11,0
2025-10-06 13:19:00+08:00,0.5099999904632568,0.5099999904632568,0.5049999952316284,0.5049999952316284,0.5049999952316284,13800,2025,10,6,13,19,0
2025-10-06 13:24:00+08:00,0.5049999952316284,0.5049999952316284,0.5,0.5,0.5,15400,2025,10,6,13,24,0
2025-10-06 13:26:00+08:00,0.5,0.5,0.5,0.5,0.5,2000,2025,10,6,13,26,0
2025-10-06 13:27:00+08:00,0.5,0.5,0.5,0.5,0.5,23200,2025,10,6,13,27,0
2025-10-06 13:28:00+08:00,0.5,0.5,0.5,0.5,0.5,12000,2025,10,6,13,28,0
2025-10-06 13:29:00+08:00,0.5,0.5,0.5,0.5,0.5,500,2025,10,6,13,29,0
2025-10-06 13:30:00+08:00,0.5,0.5,0.4950000047683716,0.4950000047683716,0.4950000047683716,300,2025,10,6,13,30,0
2025-10-06 13:31:00+08:00,0.4950000047683716,0.4950000047683716,0.4950000047683716,0.4950000047683716,0.4950000047683716,10000,2025,10,6,13,31,0
2025-10-06 13:32:00+08:00,0.4950000047683716,0.4950000047683716,0.4950000047683716,0.4950000047683716,0.4950000047683716,18000,2025,10,6,13,32,0
2025-10-06 13:33:00+08:00,0.4950000047683716,0.4950000047683716,0.49000000953674316,0.49000000953674316,0.49000000953674316,8000,2025,10,6,13,33,0
2025-10-06 13:35:00+08:00,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,20000,2025,10,6,13,35,0
2025-10-06 13:36:00+08:00,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,5000,2025,10,6,13,36,0
2025-10-06 13:37:00+08:00,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,2000,2025,10,6,13,37,0
2025-10-06 13:40:00+08:00,0.49000000953674316,0.49000000953674316,0.48500001430511475,0.48500001430511475,0.48500001430511475,1200,2025,10,6,13,40,0
2025-10-06 13:43:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,13500,2025,10,6,13,43,0
2025-10-06 13:48:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,6800,2025,10,6,13,48,0
2025-10-06 13:52:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,2000,2025,10,6,13,52,0
2025-10-06 13:53:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,300,2025,10,6,13,53,0
2025-10-06 13:54:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.47999998927116394,0.47999998927116394,2000,2025,10,6,13,54,0
2025-10-06 13:57:00+08:00,0.47999998927116394,0.47999998927116394,0.4699999988079071,0.4699999988079071,0.4699999988079071,43200,2025,10,6,13,57,0
2025-10-06 14:01:00+08:00,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,11800,2025,10,6,14,1,0
2025-10-06 14:02:00+08:00,0.4699999988079071,0.4749999940395355,0.4699999988079071,0.4749999940395355,0.4749999940395355,100,2025,10,6,14,2,0
2025-10-06 14:06:00+08:00,0.4749999940395355,0.47999998927116394,0.4749999940395355,0.47999998927116394,0.47999998927116394,2000,2025,10,6,14,6,0
2025-10-06 14:10:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,100,2025,10,6,14,10,0
2025-10-06 14:11:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,1500,2025,10,6,14,11,0
2025-10-06 14:20:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,3500,2025,10,6,14,20,0
2025-10-06 14:22:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,5000,2025,10,6,14,22,0
2025-10-06 14:25:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,6300,2025,10,6,14,25,0
2025-10-06 14:33:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,500,2025,10,6,14,33,0
2025-10-06 14:34:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,300,2025,10,6,14,34,0
2025-10-06 14:35:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,1100,2025,10,6,14,35,0
2025-10-06 14:39:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,10000,2025,10,6,14,39,0
2025-10-06 14:43:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,11000,2025,10,6,14,43,0
2025-10-06 14:45:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,9300,2025,10,6,14,45,0
2025-10-06 14:49:00+08:00,0.48500001430511475,0.49000000953674316,0.48500001430511475,0.49000000953674316,0.49000000953674316,5000,2025,10,6,14,49,0
2025-10-06 14:56:00+08:00,0.49000000953674316,0.49000000953674316,0.48500001430511475,0.48500001430511475,0.48500001430511475,3000,2025,10,6,14,56,0
2025-10-06 15:04:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.47999998927116394,0.47999998927116394,18300,2025,10,6,15,4,0
2025-10-06 15:06:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2200,2025,10,6,15,6,0
2025-10-06 15:07:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,5900,2025,10,6,15,7,0
2025-10-06 15:13:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,300,2025,10,6,15,13,0
2025-10-06 15:16:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,11300,2025,10,6,15,16,0
2025-10-06 15:17:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2800,2025,10,6,15,17,0
2025-10-06 15:21:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,900,2025,10,6,15,21,0
2025-10-06 15:23:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,5000,2025,10,6,15,23,0
2025-10-06 15:25:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.47999998927116394,0.47999998927116394,100,2025,10,6,15,25,0
2025-10-06 15:26:00+08:00,0.47999998927116394,0.47999998927116394,0.4749999940395355,0.47999998927116394,0.47999998927116394,10000,2025,10,6,15,26,0
2025-10-06 15:27:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,5100,2025,10,6,15,27,0
2025-10-06 15:28:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,100,2025,10,6,15,28,0
2025-10-06 15:54:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.47999998927116394,0.47999998927116394,5000,2025,10,6,15,54,0
2025-10-06 15:59:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2100,2025,10,6,15,59,0
2025-10-06 16:09:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2900,2025,10,6,16,9,0
2025-10-06 16:13:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,10000,2025,10,6,16,13,0
2025-10-06 16:18:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.47999998927116394,0.47999998927116394,100,2025,10,6,16,18,0
2025-10-06 16:19:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,100,2025,10,6,16,19,0
2025-10-06 16:21:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2900,2025,10,6,16,21,0
2025-10-06 16:27:00+08:00,0.47999998927116394,0.47999998927116394,0.4749999940395355,0.4749999940395355,0.4749999940395355,2000,2025,10,6,16,27,0
2025-10-06 16:28:00+08:00,0.4749999940395355,0.47999998927116394,0.4749999940395355,0.47999998927116394,0.47999998927116394,26300,2025,10,6,16,28,0
2025-10-06 16:36:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,10000,2025,10,6,16,36,0
2025-10-06 16:42:00+08:00,0.48500001430511475,0.48500001430511475,0.47999998927116394,0.47999998927116394,0.47999998927116394,0,2025,10,6,16,42,0
2025-10-07 09:01:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,6000,2025,10,7,9,1,0
2025-10-07 09:02:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2000,2025,10,7,9,2,0
2025-10-07 09:03:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,600,2025,10,7,9,3,0
2025-10-07 09:08:00+08:00,0.48500001430511475,0.48500001430511475,0.4749999940395355,0.4749999940395355,0.4749999940395355,20300,2025,10,7,9,8,0
2025-10-07 09:12:00+08:00,0.4749999940395355,0.4749999940395355,0.4749999940395355,0.4749999940395355,0.4749999940395355,7000,2025,10,7,9,12,0
2025-10-07 09:18:00+08:00,0.4749999940395355,0.47999998927116394,0.4749999940395355,0.47999998927116394,0.47999998927116394,10000,2025,10,7,9,18,0
2025-10-07 09:20:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2600,2025,10,7,9,20,0
2025-10-07 09:25:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,4600,2025,10,7,9,25,0
2025-10-07 09:33:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,200,2025,10,7,9,33,0
2025-10-07 09:34:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,900,2025,10,7,9,34,0
2025-10-07 09:43:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,3000,2025,10,7,9,43,0
2025-10-07 09:55:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,7000,2025,10,7,9,55,0
2025-10-07 09:58:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,3600,2025,10,7,9,58,0
2025-10-07 09:59:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,300,2025,10,7,9,59,0
2025-10-07 10:03:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,300,2025,10,7,10,3,0
2025-10-07 10:05:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,300,2025,10,7,10,5,0
2025-10-07 10:07:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,12000,2025,10,7,10,7,0
2025-10-07 10:08:00+08:00,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,2400,2025,10,7,10,8,0
2025-10-07 10:11:00+08:00,0.47999998927116394,0.48500001430511475,0.47999998927116394,0.48500001430511475,0.48500001430511475,2000,2025,10,7,10,11,0
2025-10-07 10:38:00+08:00,0.48500001430511475,0.4950000047683716,0.48500001430511475,0.4950000047683716,0.4950000047683716,4300,2025,10,7,10,38,0
2025-10-07 10:48:00+08:00,0.4950000047683716,0.4950000047683716,0.48500001430511475,0.48500001430511475,0.48500001430511475,100,2025,10,7,10,48,0
2025-10-07 11:09:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,1000,2025,10,7,11,9,0
2025-10-07 11:29:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,1600,2025,10,7,11,29,0
2025-10-07 11:33:00+08:00,0.48500001430511475,0.49000000953674316,0.48500001430511475,0.49000000953674316,0.49000000953674316,7400,2025,10,7,11,33,0
2025-10-07 11:56:00+08:00,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,20000,2025,10,7,11,56,0
2025-10-07 12:58:00+08:00,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,1400,2025,10,7,12,58,0
2025-10-07 13:05:00+08:00,0.49000000953674316,0.49000000953674316,0.48500001430511475,0.48500001430511475,0.48500001430511475,400,2025,10,7,13,5,0
2025-10-07 13:06:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,7000,2025,10,7,13,6,0
2025-10-07 13:07:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,9400,2025,10,7,13,7,0
2025-10-07 13:08:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,21200,2025,10,7,13,8,0
2025-10-07 13:11:00+08:00,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,0.48500001430511475,1000,2025,10,7,13,11,0
